Start Date	End Date	Approving	Disapproving	Unsure/NoData	candidate
11/19/1953	11/24/1953	59	25	16	eisenhower
11/01/1953	11/05/1953	61	26	13	eisenhower
10/09/1953	10/14/1953	65	19	16	eisenhower
09/12/1953	09/17/1953	61	20	19	eisenhower
08/15/1953	08/20/1953	74	14	12	eisenhower
07/25/1953	07/30/1953	73	13	14	eisenhower
07/04/1953	07/09/1953	69	15	16	eisenhower
05/09/1953	05/14/1953	74	10	16	eisenhower
4/19/1953	4/24/1953	73	10	17	eisenhower
3/28/1953	4/2/1953	74	8	18	eisenhower
2/22/1953	2/27/1953	67	8	25	eisenhower
2/1/1953	2/5/1953	68	7	25	eisenhower
